name,chr,start,stop,
CG13110,2L,9350470,9350996,"{""name"":""CG13110"",""chr"":""2L"",""start"":9350470,""stop"":9350996},"
CG4438,2L,9396999,9397988,"{""name"":""CG4438"",""chr"":""2L"",""start"":9396999,""stop"":9397988},"
Mco1,2L,9416588,9426342,"{""name"":""Mco1"",""chr"":""2L"",""start"":9416588,""stop"":9426342},"
FucTB,2L,9428669,9431052,"{""name"":""FucTB"",""chr"":""2L"",""start"":9428669,""stop"":9431052},"
CG3769,2L,9435399,9436842,"{""name"":""CG3769"",""chr"":""2L"",""start"":9435399,""stop"":9436842},"
CG33298,2L,9495474,9520696,"{""name"":""CG33298"",""chr"":""2L"",""start"":9495474,""stop"":9520696},"
CG31883,2L,9528515,9529648,"{""name"":""CG31883"",""chr"":""2L"",""start"":9528515,""stop"":9529648},"
Oatp30B,2L,9521210,9540060,"{""name"":""Oatp30B"",""chr"":""2L"",""start"":9521210,""stop"":9540060},"
CG17855,2L,9540523,9542480,"{""name"":""CG17855"",""chr"":""2L"",""start"":9540523,""stop"":9542480},"
Cpr30B,2L,9542878,9543658,"{""name"":""Cpr30B"",""chr"":""2L"",""start"":9542878,""stop"":9543658},"
CG13113,2L,9544171,9544875,"{""name"":""CG13113"",""chr"":""2L"",""start"":9544171,""stop"":9544875},"
CG13114,2L,9545811,9547424,"{""name"":""CG13114"",""chr"":""2L"",""start"":9545811,""stop"":9547424},"
jp,2L,9547720,9566750,"{""name"":""jp"",""chr"":""2L"",""start"":9547720,""stop"":9566750},"
brwl,2L,9568890,9573572,"{""name"":""brwl"",""chr"":""2L"",""start"":9568890,""stop"":9573572},"
CG3841,2L,9589476,9591783,"{""name"":""CG3841"",""chr"":""2L"",""start"":9589476,""stop"":9591783},"
CG4382,2L,9598880,9600872,"{""name"":""CG4382"",""chr"":""2L"",""start"":9598880,""stop"":9600872},"
GlcAT-S,2L,9616469,9623109,"{""name"":""GlcAT-S"",""chr"":""2L"",""start"":9616469,""stop"":9623109},"
Apoltp,2L,9634179,9656026,"{""name"":""Apoltp"",""chr"":""2L"",""start"":9634179,""stop"":9656026},"
CG4364,2L,9708921,9711271,"{""name"":""CG4364"",""chr"":""2L"",""start"":9708921,""stop"":9711271},"
CG13116,2L,9729940,9730945,"{""name"":""CG13116"",""chr"":""2L"",""start"":9729940,""stop"":9730945},"
CG13117,2L,9736645,9737949,"{""name"":""CG13117"",""chr"":""2L"",""start"":9736645,""stop"":9737949},"
CG4017,2L,9767058,9768727,"{""name"":""CG4017"",""chr"":""2L"",""start"":9767058,""stop"":9768727},"
CG17633,2L,9769060,9770409,"{""name"":""CG17633"",""chr"":""2L"",""start"":9769060,""stop"":9770409},"
IP3K1,2L,9782384,9788499,"{""name"":""IP3K1"",""chr"":""2L"",""start"":9782384,""stop"":9788499},"
CG4036,2L,9790882,9791958,"{""name"":""CG4036"",""chr"":""2L"",""start"":9790882,""stop"":9791958},"
CG13123,2L,9791961,9793107,"{""name"":""CG13123"",""chr"":""2L"",""start"":9791961,""stop"":9793107},"
nAChRalpha6,2L,9793317,9886250,"{""name"":""nAChRalpha6"",""chr"":""2L"",""start"":9793317,""stop"":9886250},"
CG4537,2L,9890885,9891336,"{""name"":""CG4537"",""chr"":""2L"",""start"":9890885,""stop"":9891336},"
mtDNA-helicase,2L,9891255,9893446,"{""name"":""mtDNA-helicase"",""chr"":""2L"",""start"":9891255,""stop"":9893446},"
CG13124,2L,9903279,9908633,"{""name"":""CG13124"",""chr"":""2L"",""start"":9903279,""stop"":9908633},"
Etl1,2L,9908830,9912608,"{""name"":""Etl1"",""chr"":""2L"",""start"":9908830,""stop"":9912608},"
CG4598,2L,9918618,9920120,"{""name"":""CG4598"",""chr"":""2L"",""start"":9918618,""stop"":9920120},"
CG4594,2L,9920160,9921459,"{""name"":""CG4594"",""chr"":""2L"",""start"":9920160,""stop"":9921459},"
CG4592,2L,9921633,9922860,"{""name"":""CG4592"",""chr"":""2L"",""start"":9921633,""stop"":9922860},"
TbCMF46,2L,9922737,9924865,"{""name"":""TbCMF46"",""chr"":""2L"",""start"":9922737,""stop"":9924865},"
CG4619,2L,9938863,9943058,"{""name"":""CG4619"",""chr"":""2L"",""start"":9938863,""stop"":9943058},"
CG5853,2L,9940773,9947648,"{""name"":""CG5853"",""chr"":""2L"",""start"":9940773,""stop"":9947648},"
CG13126,2L,9952072,9954181,"{""name"":""CG13126"",""chr"":""2L"",""start"":9952072,""stop"":9954181},"
CG4709,2L,9954325,9956176,"{""name"":""CG4709"",""chr"":""2L"",""start"":9954325,""stop"":9956176},"
CG4658,2L,9957132,9960168,"{""name"":""CG4658"",""chr"":""2L"",""start"":9957132,""stop"":9960168},"
CG5846,2L,9956175,9957237,"{""name"":""CG5846"",""chr"":""2L"",""start"":9956175,""stop"":9957237},"
CG5850,2L,9959248,9963949,"{""name"":""CG5850"",""chr"":""2L"",""start"":9959248,""stop"":9963949},"
CG13131,2L,10013227,10017463,"{""name"":""CG13131"",""chr"":""2L"",""start"":10013227,""stop"":10017463},"
CG13127,2L,10026676,10029298,"{""name"":""CG13127"",""chr"":""2L"",""start"":10026676,""stop"":10029298},"
Spn31A,2L,10060816,10063925,"{""name"":""Spn31A"",""chr"":""2L"",""start"":10060816,""stop"":10063925},"
CG13133,2L,10091208,10092389,"{""name"":""CG13133"",""chr"":""2L"",""start"":10091208,""stop"":10092389},"
CG13135,2L,10122129,10122771,"{""name"":""CG13135"",""chr"":""2L"",""start"":10122129,""stop"":10122771},"
CG4839,2L,10144776,10156407,"{""name"":""CG4839"",""chr"":""2L"",""start"":10144776,""stop"":10156407},"
CG13137,2L,10172702,10174090,"{""name"":""CG13137"",""chr"":""2L"",""start"":10172702,""stop"":10174090},"
Ripalpha,2L,10199401,10200974,"{""name"":""Ripalpha"",""chr"":""2L"",""start"":10199401,""stop"":10200974},"
Snx17,2L,10204757,10206961,"{""name"":""Snx17"",""chr"":""2L"",""start"":10204757,""stop"":10206961},"
CG5731,2L,10207085,10209744,"{""name"":""CG5731"",""chr"":""2L"",""start"":10207085,""stop"":10209744},"
CG5727,2L,10209853,10210681,"{""name"":""CG5727"",""chr"":""2L"",""start"":10209853,""stop"":10210681},"
ath,2L,10211143,10213721,"{""name"":""ath"",""chr"":""2L"",""start"":10211143,""stop"":10213721},"
Bcs1,2L,10222657,10224447,"{""name"":""Bcs1"",""chr"":""2L"",""start"":10222657,""stop"":10224447},"
CG5708,2L,10224457,10226808,"{""name"":""CG5708"",""chr"":""2L"",""start"":10224457,""stop"":10226808},"
ova,2L,10227760,10231692,"{""name"":""ova"",""chr"":""2L"",""start"":10227760,""stop"":10231692},"
eEF1delta,2L,10232507,10234450,"{""name"":""eEF1delta"",""chr"":""2L"",""start"":10232507,""stop"":10234450},"
CG5676,2L,10254610,10255891,"{""name"":""CG5676"",""chr"":""2L"",""start"":10254610,""stop"":10255891},"
REPTOR-BP,2L,10264125,10265229,"{""name"":""REPTOR-BP"",""chr"":""2L"",""start"":10264125,""stop"":10265229},"
CG4953,2L,10266703,10268748,"{""name"":""CG4953"",""chr"":""2L"",""start"":10266703,""stop"":10268748},"
CG4957,2L,10268872,10269904,"{""name"":""CG4957"",""chr"":""2L"",""start"":10268872,""stop"":10269904},"
Ufd4,2L,10281943,10292365,"{""name"":""Ufd4"",""chr"":""2L"",""start"":10281943,""stop"":10292365},"
Hand,2L,10292679,10295385,"{""name"":""Hand"",""chr"":""2L"",""start"":10292679,""stop"":10295385},"
CYLD,2L,10295859,10299847,"{""name"":""CYLD"",""chr"":""2L"",""start"":10295859,""stop"":10299847},"
CG13138,2L,10299977,10302018,"{""name"":""CG13138"",""chr"":""2L"",""start"":10299977,""stop"":10302018},"
CG5390,2L,10304069,10306594,"{""name"":""CG5390"",""chr"":""2L"",""start"":10304069,""stop"":10306594},"
CG4968,2L,10306922,10308045,"{""name"":""CG4968"",""chr"":""2L"",""start"":10306922,""stop"":10308045},"
Usp14,2L,10312265,10314396,"{""name"":""Usp14"",""chr"":""2L"",""start"":10312265,""stop"":10314396},"
CG4972,2L,10314792,10317569,"{""name"":""CG4972"",""chr"":""2L"",""start"":10314792,""stop"":10317569},"
CG5381,2L,10317497,10323102,"{""name"":""CG5381"",""chr"":""2L"",""start"":10317497,""stop"":10323102},"
CG4995,2L,10322476,10324990,"{""name"":""CG4995"",""chr"":""2L"",""start"":10322476,""stop"":10324990},"
Schip1,2L,10328200,10331116,"{""name"":""Schip1"",""chr"":""2L"",""start"":10328200,""stop"":10331116},"
Cox10,2L,10331471,10333129,"{""name"":""Cox10"",""chr"":""2L"",""start"":10331471,""stop"":10333129},"
GATAd,2L,10333734,10339185,"{""name"":""GATAd"",""chr"":""2L"",""start"":10333734,""stop"":10339185},"
Sps2,2L,10342594,10344223,"{""name"":""Sps2"",""chr"":""2L"",""start"":10342594,""stop"":10344223},"
CG5022,2L,10344442,10347706,"{""name"":""CG5022"",""chr"":""2L"",""start"":10344442,""stop"":10347706},"
CG5367,2L,10354743,10356597,"{""name"":""CG5367"",""chr"":""2L"",""start"":10354743,""stop"":10356597},"
ClpP,2L,10356795,10358078,"{""name"":""ClpP"",""chr"":""2L"",""start"":10356795,""stop"":10358078},"
lft,2L,10364471,10366410,"{""name"":""lft"",""chr"":""2L"",""start"":10364471,""stop"":10366410},"
CG5056,2L,10366692,10367946,"{""name"":""CG5056"",""chr"":""2L"",""start"":10366692,""stop"":10367946},"
dpr19,2L,10376168,10379905,"{""name"":""dpr19"",""chr"":""2L"",""start"":10376168,""stop"":10379905},"
gny,2L,10380103,10382864,"{""name"":""gny"",""chr"":""2L"",""start"":10380103,""stop"":10382864},"
CG5096,2L,10382263,10384723,"{""name"":""CG5096"",""chr"":""2L"",""start"":10382263,""stop"":10384723},"
mRpS7,2L,10386662,10387652,"{""name"":""mRpS7"",""chr"":""2L"",""start"":10386662,""stop"":10387652},"
CG17768,2L,10403197,10405203,"{""name"":""CG17768"",""chr"":""2L"",""start"":10403197,""stop"":10405203},"
CG5355,2L,10410537,10413463,"{""name"":""CG5355"",""chr"":""2L"",""start"":10410537,""stop"":10413463},"
Klp31E,2L,10414017,10418991,"{""name"":""Klp31E"",""chr"":""2L"",""start"":10414017,""stop"":10418991},"
RfC3,2L,10419190,10420612,"{""name"":""RfC3"",""chr"":""2L"",""start"":10419190,""stop"":10420612},"
Wdfy2,2L,10423291,10425482,"{""name"":""Wdfy2"",""chr"":""2L"",""start"":10423291,""stop"":10425482},"
CG5188,2L,10428829,10429988,"{""name"":""CG5188"",""chr"":""2L"",""start"":10428829,""stop"":10429988},"
Bug22,2L,10429920,10430918,"{""name"":""Bug22"",""chr"":""2L"",""start"":10429920,""stop"":10430918},"
TBC1D16,2L,10432687,10435656,"{""name"":""TBC1D16"",""chr"":""2L"",""start"":10432687,""stop"":10435656},"
holn1,2L,10435995,10437316,"{""name"":""holn1"",""chr"":""2L"",""start"":10435995,""stop"":10437316},"
Nse4,2L,10439440,10441047,"{""name"":""Nse4"",""chr"":""2L"",""start"":10439440,""stop"":10441047},"
loh,2L,10442534,10450080,"{""name"":""loh"",""chr"":""2L"",""start"":10442534,""stop"":10450080},"
LManI,2L,10452677,10457241,"{""name"":""LManI"",""chr"":""2L"",""start"":10452677,""stop"":10457241},"
RluA-2,2L,10477073,10482975,"{""name"":""RluA-2"",""chr"":""2L"",""start"":10477073,""stop"":10482975},"
Cog4,2L,10485538,10488622,"{""name"":""Cog4"",""chr"":""2L"",""start"":10485538,""stop"":10488622},"
CG6144,2L,10488694,10490461,"{""name"":""CG6144"",""chr"":""2L"",""start"":10488694,""stop"":10490461},"
CG13144,2L,10489900,10491454,"{""name"":""CG13144"",""chr"":""2L"",""start"":10489900,""stop"":10491454},"
CG6094,2L,10507081,10508032,"{""name"":""CG6094"",""chr"":""2L"",""start"":10507081,""stop"":10508032},"
CG7384,2L,10507859,10510453,"{""name"":""CG7384"",""chr"":""2L"",""start"":10507859,""stop"":10510453},"
Lip4,2L,10527572,10531778,"{""name"":""Lip4"",""chr"":""2L"",""start"":10527572,""stop"":10531778},"
CG18301,2L,10531821,10533647,"{""name"":""CG18301"",""chr"":""2L"",""start"":10531821,""stop"":10533647},"
CG18302,2L,10534322,10536587,"{""name"":""CG18302"",""chr"":""2L"",""start"":10534322,""stop"":10536587},"
CG6138,2L,10567255,10568012,"{""name"":""CG6138"",""chr"":""2L"",""start"":10567255,""stop"":10568012},"
w-cup,2L,10575860,10577792,"{""name"":""w-cup"",""chr"":""2L"",""start"":10575860,""stop"":10577792},"
CG7329,2L,10629352,10638471,"{""name"":""CG7329"",""chr"":""2L"",""start"":10629352,""stop"":10638471},"
CG17105,2L,10681030,10681775,"{""name"":""CG17105"",""chr"":""2L"",""start"":10681030,""stop"":10681775},"
CG17107,2L,10681902,10682528,"{""name"":""CG17107"",""chr"":""2L"",""start"":10681902,""stop"":10682528},"
CG7299,2L,10683427,10684409,"{""name"":""CG7299"",""chr"":""2L"",""start"":10683427,""stop"":10684409},"
CG7296,2L,10686124,10687066,"{""name"":""CG7296"",""chr"":""2L"",""start"":10686124,""stop"":10687066},"
CG7294,2L,10688734,10689271,"{""name"":""CG7294"",""chr"":""2L"",""start"":10688734,""stop"":10689271},"
CG17108,2L,10692940,10694103,"{""name"":""CG17108"",""chr"":""2L"",""start"":10692940,""stop"":10694103},"
CG7300,2L,10695000,10698043,"{""name"":""CG7300"",""chr"":""2L"",""start"":10695000,""stop"":10698043},"
CG6415,2L,10703621,10704930,"{""name"":""CG6415"",""chr"":""2L"",""start"":10703621,""stop"":10704930},"
CG6431,2L,10724203,10728740,"{""name"":""CG6431"",""chr"":""2L"",""start"":10724203,""stop"":10728740},"
CG6443,2L,10728978,10730302,"{""name"":""CG6443"",""chr"":""2L"",""start"":10728978,""stop"":10730302},"
CG17118,2L,10730255,10731356,"{""name"":""CG17118"",""chr"":""2L"",""start"":10730255,""stop"":10731356},"
EMC3,2L,10731400,10732423,"{""name"":""EMC3"",""chr"":""2L"",""start"":10731400,""stop"":10732423},"
Dpy-30L1,2L,10732653,10733307,"{""name"":""Dpy-30L1"",""chr"":""2L"",""start"":10732653,""stop"":10733307},"
Vha16-5,2L,10736319,10737043,"{""name"":""Vha16-5"",""chr"":""2L"",""start"":10736319,""stop"":10737043},"
CG12299,2L,10737345,10740762,"{""name"":""CG12299"",""chr"":""2L"",""start"":10737345,""stop"":10740762},"
CG6729,2L,10740782,10743935,"{""name"":""CG6729"",""chr"":""2L"",""start"":10740782,""stop"":10743935},"
CG17124,2L,10744075,10756325,"{""name"":""CG17124"",""chr"":""2L"",""start"":10744075,""stop"":10756325},"
CG6724,2L,10768234,10769952,"{""name"":""CG6724"",""chr"":""2L"",""start"":10768234,""stop"":10769952},"
CG17127,2L,10770868,10771370,"{""name"":""CG17127"",""chr"":""2L"",""start"":10770868,""stop"":10771370},"
CG6508,2L,10819107,10820485,"{""name"":""CG6508"",""chr"":""2L"",""start"":10819107,""stop"":10820485},"
CG17134,2L,10820705,10821967,"{""name"":""CG17134"",""chr"":""2L"",""start"":10820705,""stop"":10821967},"
CG6700,2L,10837732,10842597,"{""name"":""CG6700"",""chr"":""2L"",""start"":10837732,""stop"":10842597},"
CG12517,2L,10870167,10870722,"{""name"":""CG12517"",""chr"":""2L"",""start"":10870167,""stop"":10870722},"
CG14071,2L,10887645,10888927,"{""name"":""CG14071"",""chr"":""2L"",""start"":10887645,""stop"":10888927},"
CG14070,2L,10900501,10901785,"{""name"":""CG14070"",""chr"":""2L"",""start"":10900501,""stop"":10901785},"
CG7309,2L,10906270,10908893,"{""name"":""CG7309"",""chr"":""2L"",""start"":10906270,""stop"":10908893},"
CG14069,2L,10910051,10910648,"{""name"":""CG14069"",""chr"":""2L"",""start"":10910051,""stop"":10910648},"
CG14072,2L,10936662,10937931,"{""name"":""CG14072"",""chr"":""2L"",""start"":10936662,""stop"":10937931},"
YL-1,2L,10970443,10972093,"{""name"":""YL-1"",""chr"":""2L"",""start"":10970443,""stop"":10972093},"
CG16743,2L,10972280,10973408,"{""name"":""CG16743"",""chr"":""2L"",""start"":10972280,""stop"":10973408},"
Art8,2L,11009821,11011086,"{""name"":""Art8"",""chr"":""2L"",""start"":11009821,""stop"":11011086},"
Samuel,2L,11013206,11066998,"{""name"":""Samuel"",""chr"":""2L"",""start"":11013206,""stop"":11066998},"
CG14913,2L,11016995,11018778,"{""name"":""CG14913"",""chr"":""2L"",""start"":11016995,""stop"":11018778},"
CG14915,2L,11071027,11071532,"{""name"":""CG14915"",""chr"":""2L"",""start"":11071027,""stop"":11071532},"
AstC,2L,11076165,11081399,"{""name"":""AstC"",""chr"":""2L"",""start"":11076165,""stop"":11081399},"
AstCC,2L,11083459,11085229,"{""name"":""AstCC"",""chr"":""2L"",""start"":11083459,""stop"":11085229},"
CG16854,2L,11086721,11090973,"{""name"":""CG16854"",""chr"":""2L"",""start"":11086721,""stop"":11090973},"
Wdr59,2L,11091444,11095096,"{""name"":""Wdr59"",""chr"":""2L"",""start"":11091444,""stop"":11095096},"
Reps,2L,11100963,11106645,"{""name"":""Reps"",""chr"":""2L"",""start"":11100963,""stop"":11106645},"
Idua,2L,11110557,11113061,"{""name"":""Idua"",""chr"":""2L"",""start"":11110557,""stop"":11113061},"
Dnaaf4,2L,11120642,11121714,"{""name"":""Dnaaf4"",""chr"":""2L"",""start"":11120642,""stop"":11121714},"
Csl4,2L,11122574,11123567,"{""name"":""Csl4"",""chr"":""2L"",""start"":11122574,""stop"":11123567},"
CG4751,2L,11130737,11136003,"{""name"":""CG4751"",""chr"":""2L"",""start"":11130737,""stop"":11136003},"
CG6287,2L,11151506,11155721,"{""name"":""CG6287"",""chr"":""2L"",""start"":11151506,""stop"":11155721},"
Boh2,2L,11179032,11180430,"{""name"":""Boh2"",""chr"":""2L"",""start"":11179032,""stop"":11180430},"
Ppt2,2L,11280298,11281920,"{""name"":""Ppt2"",""chr"":""2L"",""start"":11280298,""stop"":11281920},"
CG14926,2L,11342301,11343318,"{""name"":""CG14926"",""chr"":""2L"",""start"":11342301,""stop"":11343318},"
spz4,2L,11501715,11508649,"{""name"":""spz4"",""chr"":""2L"",""start"":11501715,""stop"":11508649},"
Dlg5,2L,11508399,11517081,"{""name"":""Dlg5"",""chr"":""2L"",""start"":11508399,""stop"":11517081},"
CG4970,2L,11517391,11519783,"{""name"":""CG4970"",""chr"":""2L"",""start"":11517391,""stop"":11519783},"
CG14929,2L,11519832,11521444,"{""name"":""CG14929"",""chr"":""2L"",""start"":11519832,""stop"":11521444},"
CG14930,2L,11520358,11521285,"{""name"":""CG14930"",""chr"":""2L"",""start"":11520358,""stop"":11521285},"
spag4,2L,11610510,11611772,"{""name"":""spag4"",""chr"":""2L"",""start"":11610510,""stop"":11611772},"
CG6614,2L,11644619,11648839,"{""name"":""CG6614"",""chr"":""2L"",""start"":11644619,""stop"":11648839},"
CG12307,2L,11651331,11652010,"{""name"":""CG12307"",""chr"":""2L"",""start"":11651331,""stop"":11652010},"
CG4983,2L,11652448,11654164,"{""name"":""CG4983"",""chr"":""2L"",""start"":11652448,""stop"":11654164},"
CG4988,2L,11694804,11696107,"{""name"":""CG4988"",""chr"":""2L"",""start"":11694804,""stop"":11696107},"
Vha100-5,2L,11738948,11744524,"{""name"":""Vha100-5"",""chr"":""2L"",""start"":11738948,""stop"":11744524},"
CG14931,2L,11788334,11789475,"{""name"":""CG14931"",""chr"":""2L"",""start"":11788334,""stop"":11789475},"
CG14932,2L,11789919,11791011,"{""name"":""CG14932"",""chr"":""2L"",""start"":11789919,""stop"":11791011},"
Tsp33B,2L,11791025,11792365,"{""name"":""Tsp33B"",""chr"":""2L"",""start"":11791025,""stop"":11792365},"
CG14937,2L,11792412,11794086,"{""name"":""CG14937"",""chr"":""2L"",""start"":11792412,""stop"":11794086},"
CycY,2L,11810092,11813780,"{""name"":""CycY"",""chr"":""2L"",""start"":11810092,""stop"":11813780},"
Mal-B1,2L,11847226,11849169,"{""name"":""Mal-B1"",""chr"":""2L"",""start"":11847226,""stop"":11849169},"
Mal-B2,2L,11849958,11852881,"{""name"":""Mal-B2"",""chr"":""2L"",""start"":11849958,""stop"":11852881},"
CG16964,2L,11947941,11948803,"{""name"":""CG16964"",""chr"":""2L"",""start"":11947941,""stop"":11948803},"
CG16965,2L,11981591,11984380,"{""name"":""CG16965"",""chr"":""2L"",""start"":11981591,""stop"":11984380},"
CG6686,2L,11984327,11988039,"{""name"":""CG6686"",""chr"":""2L"",""start"":11984327,""stop"":11988039},"
dgt2,2L,11989936,11990979,"{""name"":""dgt2"",""chr"":""2L"",""start"":11989936,""stop"":11990979},"
escl,2L,11990927,11992848,"{""name"":""escl"",""chr"":""2L"",""start"":11990927,""stop"":11992848},"
Nfs1,2L,11999654,12001244,"{""name"":""Nfs1"",""chr"":""2L"",""start"":11999654,""stop"":12001244},"
Hacd1,2L,12001234,12002266,"{""name"":""Hacd1"",""chr"":""2L"",""start"":12001234,""stop"":12002266},"
Wdr81,2L,12014304,12020960,"{""name"":""Wdr81"",""chr"":""2L"",""start"":12014304,""stop"":12020960},"
Tom70,2L,12035984,12038511,"{""name"":""Tom70"",""chr"":""2L"",""start"":12035984,""stop"":12038511},"
CG6766,2L,12038631,12040689,"{""name"":""CG6766"",""chr"":""2L"",""start"":12038631,""stop"":12040689},"
CG6785,2L,12041054,12045200,"{""name"":""CG6785"",""chr"":""2L"",""start"":12041054,""stop"":12045200},"
CG6770,2L,12045343,12046118,"{""name"":""CG6770"",""chr"":""2L"",""start"":12045343,""stop"":12046118},"
Plzf,2L,12046711,12048918,"{""name"":""Plzf"",""chr"":""2L"",""start"":12046711,""stop"":12048918},"
PLCXD,2L,12049418,12052049,"{""name"":""PLCXD"",""chr"":""2L"",""start"":12049418,""stop"":12052049},"
RpL7-like,2L,12056326,12058251,"{""name"":""RpL7-like"",""chr"":""2L"",""start"":12056326,""stop"":12058251},"
firl,2L,12063457,12066775,"{""name"":""firl"",""chr"":""2L"",""start"":12063457,""stop"":12066775},"
CG14947,2L,12076100,12077739,"{""name"":""CG14947"",""chr"":""2L"",""start"":12076100,""stop"":12077739},"
Pex19,2L,12091822,12095250,"{""name"":""Pex19"",""chr"":""2L"",""start"":12091822,""stop"":12095250},"
CG6712,2L,12095176,12096511,"{""name"":""CG6712"",""chr"":""2L"",""start"":12095176,""stop"":12096511},"
Ced-12,2L,12097838,12100839,"{""name"":""Ced-12"",""chr"":""2L"",""start"":12097838,""stop"":12100839},"
CG17211,2L,12114360,12129896,"{""name"":""CG17211"",""chr"":""2L"",""start"":12114360,""stop"":12129896},"
rho-6,2L,12130516,12133411,"{""name"":""rho-6"",""chr"":""2L"",""start"":12130516,""stop"":12133411},"
Gr33a,2L,12138008,12140392,"{""name"":""Gr33a"",""chr"":""2L"",""start"":12138008,""stop"":12140392},"
CG17217,2L,12170550,12171232,"{""name"":""CG17217"",""chr"":""2L"",""start"":12170550,""stop"":12171232},"
